order_id,account_id,bank_to,account_to,amount,k_symbol
33593,A00002831,MN,83744406,3586,Household Payment
33594,A00002831,IJ,53561782,793, 
33595,A00002831,IJ,29570031,363,Insurance Payment
33596,A00002831,GH,48501449,414, 
33597,A00002832,WX,70201998,2122,Household Payment
33598,A00002833,CD,87006002,2970,Household Payment
33599,A00002834,OP,24967217,2515,Household Payment
33600,A00002834,GH,82648515,1907, 
33601,A00002834,MN,78759455,431,Insurance Payment
33602,A00002834,WX,58814722,2726, 
33603,A00002836,CD,56261038,9472,Household Payment
33604,A00002838,KL,44696366,2802,Leasing Payment
33605,A00002838,YZ,46153497,1948,Household Payment
33606,A00002838,IJ,42194247,1370, 
33607,A00002839,CD,85834467,3157,Household Payment
33608,A00002839,KL,46831309,4885, 
33609,A00002839,MN,26345074,369,Insurance Payment
33610,A00002839,CD,79972260,166, 
33611,A00002840,QR,79565185,3557,Leasing Payment
33612,A00002840,EF,9861410,11282,Household Payment
33613,A00002841,AB,5304688,3536,Household Payment
33614,A00002842,MN,19413084,358,Household Payment
33615,A00002842,UV,64184588,930, 
33616,A00002842,AB,97435020,862,Insurance Payment
33617,A00002843,KL,70247077,7746,Household Payment
33618,A00002845,EF,94221847,6559,Household Payment
33619,A00002846,GH,17155772,2457,Household Payment
33620,A00002847,QR,9167498,5185,Household Payment
33625,A00002849,UV,46355319,2704,Household Payment
33626,A00002850,QR,60242688,2038,Household Payment
33627,A00002853,UV,25895470,2472,Household Payment
33628,A00002854,UV,42156320,4186,Household Payment
33629,A00002855,ST,19678038,1589,Household Payment
33630,A00002856,YZ,3529602,6599,Household Payment
33631,A00002857,WX,60526561,6317,Household Payment
33632,A00002858,UV,57180392,5333,Household Payment
33633,A00002858,YZ,67071980,786, 
33634,A00002858,YZ,6062734,500,Leasing Payment
33635,A00002861,GH,70139986,2613,Household Payment
33636,A00002862,AB,80541097,1371,Household Payment
33637,A00002862,CD,24443286,5728, 
33638,A00002863,YZ,43436944,945,Household Payment
33639,A00002863,QR,88193910,5223, 
33640,A00002864,GH,51518619,890,Household Payment
33641,A00002864,KL,14610875,413, 
33642,A00002864,WX,47772210,6308,Insurance Payment
33643,A00002865,QR,75203019,3482,Household Payment
33644,A00002865,OP,5581480,8, 
33645,A00002865,ST,96803217,2,Insurance Payment
33646,A00002865,OP,25167072,1, 
33647,A00002866,EF,53555941,5711,Household Payment
33648,A00002867,EF,91818844,7523,Household Payment
33649,A00002868,IJ,78688722,3306,Household Payment
33650,A00002869,UV,37169212,2562,Household Payment
33651,A00002870,WX,9366387,5851,Household Payment
33652,A00002871,ST,62647694,3829,Household Payment
33653,A00002872,CD,99307715,4040,Household Payment
33654,A00002872,ST,89302223,4059, 
33655,A00002872,EF,76374816,4472,Loan Payment
33656,A00002873,WX,11313259,3615,Household Payment
33657,A00002873,EF,63152539,2925, 
33658,A00002873,EF,4028761,761,Insurance Payment
33659,A00002873,OP,80315440,693, 
33660,A00002874,EF,91025083,2066,Household Payment
33661,A00002876,IJ,30939269,5231,Household Payment
33662,A00002877,OP,94405835,5305,Household Payment
33663,A00002878,IJ,92538761,3192,Household Payment
33664,A00002879,WX,51897668,7193,Household Payment
33665,A00002880,AB,74414473,7501,Household Payment
33666,A00002881,YZ,90429490,4639,Household Payment
33667,A00002882,MN,48702168,4441,Leasing Payment
33668,A00002882,WX,76007932,8002,Household Payment
33669,A00002883,IJ,75625574,2497,Household Payment
33670,A00002884,UV,41624492,3854,Household Payment
33671,A00002885,IJ,81014710,7905,Household Payment
33672,A00002886,ST,55240148,3472,Household Payment
33673,A00002887,KL,73852997,5645,Household Payment
33674,A00002888,CD,40461963,305,Household Payment
33675,A00002888,MN,60675382,2087,Household Payment
33676,A00002889,UV,95314317,3292,Leasing Payment
33677,A00002889,OP,81463575,5038,Household Payment
33678,A00002890,AB,53374159,2661,Household Payment
33679,A00002890,ST,74552196,2992, 
33680,A00002891,QR,1952332,4614,Household Payment
33681,A00002891,ST,74825072,4928, 
33682,A00002891,AB,25900477,1756,Leasing Payment
33683,A00002893,QR,48678463,1503,Household Payment
33684,A00002893,GH,98864054,751, 
33685,A00002894,CD,24206251,3735.8,Leasing Payment
33686,A00002895,CD,10887700,5598,Household Payment
33687,A00002896,OP,14075744,1852,Household Payment
33688,A00002896,WX,62635773,295, 
33689,A00002897,UV,27572107,5751,Household Payment
33690,A00002898,CD,96764617,6655,Household Payment
33691,A00002899,GH,887281,7503,Household Payment
33692,A00002901,MN,42160421,4936,Household Payment
33693,A00002902,QR,5844581,825,Household Payment
33694,A00002902,ST,44056862,5465, 
33695,A00002903,AB,77294861,7826,Household Payment
33696,A00002906,IJ,29248845,2454,Household Payment
33697,A00002906,QR,22673285,6863, 
33698,A00002906,EF,13827365,341,Insurance Payment
33699,A00002907,KL,17701733,3983,Household Payment
33700,A00002908,YZ,40506255,3207,Household Payment
33701,A00002909,KL,14482391,7036,Household Payment
33702,A00002910,UV,32031208,7291.3,Loan Payment
33703,A00002910,UV,77491187,6778,Household Payment
33704,A00002910,OP,4570603,7656, 
33705,A00002911,YZ,52539229,617,Household Payment
33706,A00002911,CD,6411171,4389, 
33707,A00002911,UV,28014308,2572,Insurance Payment
33708,A00002911,KL,26874399,1051,Leasing Payment
33709,A00002912,GH,80799913,6336,Loan Payment
33710,A00002913,OP,76905709,499,Household Payment
33711,A00002913,GH,18112695,2481,Household Payment
33712,A00002914,WX,71556800,1822,Household Payment
33713,A00002914,YZ,60860872,3367, 
33714,A00002916,YZ,28176665,2096,Household Payment
33715,A00002916,YZ,12730980,635, 
33716,A00002916,YZ,94931244,3630,Insurance Payment
33717,A00002916,WX,87459617,2, 
33718,A00002917,KL,62685650,6157,Household Payment
33719,A00002918,QR,30644363,7997.2,Loan Payment
33720,A00002918,AB,49901193,10487,Household Payment
33721,A00002919,ST,15447330,7331,Household Payment
33722,A00002920,EF,16727841,5493,Household Payment
33723,A00002921,YZ,71265828,6797,Household Payment
33724,A00002923,GH,9396666,2786,Household Payment
33725,A00002925,QR,35286706,4297,Household Payment
33726,A00002926,WX,66115546,1348,Household Payment
33727,A00002926,WX,11561584,1093, 
33728,A00002926,GH,88491463,868,Insurance Payment
33729,A00002926,UV,98638396,699, 
33730,A00002927,YZ,20619231,2025,Leasing Payment
33731,A00002928,UV,24262804,3566,Household Payment
33732,A00002929,KL,11338740,3658.3,Leasing Payment
33733,A00002929,ST,1906198,226,Household Payment
33734,A00002929,QR,86361235,11789, 
33735,A00002930,UV,40203636,12032,Household Payment
33736,A00002931,QR,47281336,2884,Household Payment
33737,A00002932,IJ,13324618,3658.3,Leasing Payment
33738,A00002932,QR,17844856,4920,Household Payment
33739,A00002932,KL,90025215,26, 
33740,A00002932,UV,90010833,4,Insurance Payment
33741,A00002932,QR,33505654,7, 
33742,A00002933,YZ,92012846,4542,Loan Payment
33743,A00002933,MN,29096329,5907,Household Payment
33744,A00002935,UV,54752987,2100,Household Payment
33745,A00002936,GH,70934575,4247,Household Payment
33746,A00002936,OP,93174194,8400,Loan Payment
33747,A00002937,IJ,18161338,3230,Household Payment
33748,A00002938,ST,98826944,3658.3,Leasing Payment
33749,A00002938,MN,35517573,1996,Household Payment
33750,A00002938,AB,20103186,2288, 
33751,A00002938,KL,39321178,6758,Insurance Payment
33752,A00002939,GH,76236229,2882,Household Payment
33753,A00002940,ST,12957185,7156,Household Payment
33756,A00002942,QR,93897425,2451,Household Payment
33757,A00002942,UV,81376140,1072, 
33760,A00002944,QR,674886,2984,Household Payment
33761,A00002944,MN,7655978,615, 
33762,A00002945,AB,32185286,1854,Household Payment
33763,A00002946,WX,52027302,2672,Household Payment
33764,A00002947,QR,70519995,2228,Household Payment
33767,A00002949,UV,79491674,783,Household Payment
33768,A00002949,QR,82074588,1268,Household Payment
33769,A00002950,QR,59668195,8653,Household Payment
33770,A00002951,YZ,2752936,743,Household Payment
33771,A00002951,QR,88711630,1810, 
33772,A00002951,QR,71099632,462,Insurance Payment
33773,A00002952,YZ,60263645,1629,Household Payment
33774,A00002952,QR,47959893,750,Household Payment
33775,A00002953,MN,9888029,580,Household Payment
33776,A00002953,UV,53719216,2848, 
33777,A00002953,KL,50650024,1515,Leasing Payment
33778,A00002954,WX,47941517,8306,Household Payment
33779,A00002955,QR,2700269,3386,Household Payment
33780,A00002956,MN,21069139,9042,Household Payment
33781,A00002957,UV,65183514,4640,Household Payment
33782,A00002958,EF,63280850,3261,Household Payment
33783,A00002960,WX,53651827,8884,Household Payment
33784,A00002961,AB,60457706,606,Household Payment
33785,A00002961,AB,11433631,1055,Household Payment
33786,A00002962,YZ,75064962,2604.5,Loan Payment
33787,A00002963,IJ,31752610,5101,Household Payment
33788,A00002964,QR,96140092,2306,Household Payment
33789,A00002965,MN,62399500,2648,Household Payment
33790,A00002966,EF,86442154,4560,Household Payment
33791,A00002967,QR,98696469,2666,Household Payment
33792,A00002967,YZ,72003149,1042, 
33793,A00002967,KL,50707632,4489,Insurance Payment
33794,A00002968,AB,52683812,1394,Household Payment
33795,A00002968,YZ,56916338,2284, 
33796,A00002971,IJ,96314990,3554.8,Leasing Payment
33797,A00002972,QR,68329626,3554.8,Leasing Payment
33798,A00002973,IJ,8758783,4373,Household Payment
33799,A00002973,CD,26884633,212, 
33800,A00002974,MN,42395120,1546,Household Payment
33807,A00002976,IJ,31364357,8473,Household Payment
33808,A00002977,UV,10316992,1727,Leasing Payment
33809,A00002977,IJ,47011393,3055,Household Payment
33810,A00002978,MN,20491338,3212,Household Payment
33811,A00002979,QR,8953369,3494,Household Payment
33812,A00002980,GH,92280965,3316,Household Payment
33813,A00002981,CD,49108111,2022,Household Payment
33814,A00002982,AB,34302795,3438,Loan Payment
33815,A00002982,KL,40149122,8143,Household Payment
33816,A00002982,EF,48207306,164, 
33817,A00002982,OP,37620991,226,Insurance Payment
33818,A00002982,ST,51036828,23, 
33823,A00002985,YZ,80860942,2113,Household Payment
33824,A00002986,MN,61638289,3301,Household Payment
33825,A00002986,CD,64366233,1390, 
33826,A00002986,WX,94623159,1033,Loan Payment
33827,A00002987,QR,71831965,5569,Household Payment
33828,A00002988,IJ,47759002,7384,Loan Payment
33829,A00002989,QR,70749723,3395,Household Payment
33830,A00002990,KL,10709649,22,Household Payment
33831,A00002990,GH,22984445,2704, 
33832,A00002991,EF,62427842,9220,Household Payment
33833,A00002991,CD,47281420,121, 
33834,A00002991,MN,70128237,7,Insurance Payment
33835,A00002991,IJ,62011402,107, 
33836,A00002992,OP,59211057,5396,Household Payment
33837,A00002994,WX,20186478,3217,Household Payment
33838,A00002994,WX,65474504,1354,Loan Payment
33840,A00002996,ST,55056405,7282,Household Payment
33841,A00002996,WX,21435213,15, 
33842,A00002996,MN,47044444,99,Insurance Payment
33843,A00002996,EF,27229410,402, 
33844,A00002997,MN,27474618,1978,Household Payment
33845,A00002998,OP,27213704,3170,Household Payment
33846,A00002998,MN,53139364,28, 
33847,A00002998,EF,11165088,3,Insurance Payment
33848,A00002999,KL,27672302,2806,Household Payment
33851,A00003004,YZ,61573129,1522,Household Payment
33852,A00003004,GH,60290586,1572,Household Payment
33853,A00003005,CD,95518534,8125.3,Loan Payment
33854,A00003005,IJ,33958757,6883,Household Payment
33855,A00003005,AB,44410479,7696, 
33856,A00003006,YZ,98815863,3783,Household Payment
33857,A00003007,CD,27930361,983,Household Payment
33858,A00003007,KL,5890685,1405, 
33859,A00003007,UV,2805859,5596,Insurance Payment
33860,A00003007,ST,61215889,997, 
33861,A00003008,QR,79819476,2120,Household Payment
33862,A00003009,OP,71009987,2739,Household Payment
33863,A00003011,GH,88863443,2042,Household Payment
33864,A00003011,WX,47335153,138, 
33865,A00003012,YZ,76434039,2601,Household Payment
33866,A00003013,YZ,42602026,3064,Household Payment
33867,A00003014,OP,52151411,4187,Leasing Payment
33868,A00003015,WX,49125337,18,Household Payment
33869,A00003015,WX,854856,2130, 
33870,A00003016,AB,78590231,8517,Household Payment
33871,A00003017,QR,89721834,3019,Household Payment
33872,A00003017,AB,12489307,879, 
33873,A00003017,GH,57924091,1173,Insurance Payment
33874,A00003017,MN,8393472,1877, 
33875,A00003021,AB,86677175,3241.8,Loan Payment
33876,A00003022,GH,24765986,3170,Household Payment
33877,A00003023,OP,15459257,2213,Household Payment
33878,A00003024,OP,72384530,611,Household Payment
33879,A00003024,EF,13622033,1650,Household Payment
33880,A00003025,EF,14488661,3354,Household Payment
33881,A00003026,OP,60199838,8024,Household Payment
33882,A00003027,MN,37909793,2631,Household Payment
33883,A00003028,ST,81761723,2200,Household Payment
33884,A00003029,ST,89893799,1514,Household Payment
33885,A00003030,GH,12182104,293,Household Payment
33886,A00003030,AB,24432987,1795, 
33887,A00003031,KL,53394967,2789,Household Payment
33888,A00003032,OP,14357602,2858,Household Payment
33889,A00003033,YZ,42934656,605,Household Payment
33890,A00003033,OP,9593081,192, 
33891,A00003033,UV,11267763,1137,Insurance Payment
33895,A00003035,KL,58785599,7524,Household Payment
33896,A00003035,OP,22791952,4919, 
33897,A00003037,KL,19517636,7718.7,Loan Payment
33899,A00003039,YZ,29247951,5035,Household Payment
33900,A00003039,YZ,32417327,1233, 
33901,A00003040,ST,27743059,2202,Household Payment
33902,A00003041,KL,96395837,130,Household Payment
33903,A00003041,EF,49177348,1827, 
33904,A00003041,MN,11865109,743,Insurance Payment
33905,A00003042,UV,51078170,2884,Household Payment
33906,A00003042,WX,17494821,3459, 
33907,A00003043,QR,90735184,2768,Household Payment
33908,A00003044,MN,65354591,2756,Household Payment
33909,A00003045,WX,59194171,2366,Household Payment
33910,A00003046,IJ,27034569,1889,Household Payment
33911,A00003046,MN,23135692,613, 
33912,A00003047,IJ,75409131,2316,Household Payment
33913,A00003048,UV,57049596,4631.2,Leasing Payment
33914,A00003049,OP,65114086,1961,Household Payment
33915,A00003050,AB,71189987,6907.5,Loan Payment
33916,A00003050,AB,72762232,9716,Household Payment
33917,A00003050,AB,62503671,119, 
33918,A00003050,CD,93120836,41,Insurance Payment
33919,A00003051,WX,89318686,4104,Household Payment
33920,A00003051,GH,55203390,184, 
33921,A00003051,WX,73282408,623,Insurance Payment
33922,A00003052,MN,81194168,4144.5,Leasing Payment
33923,A00003052,MN,40350818,6175,Household Payment
33924,A00003053,OP,23890793,3790,Household Payment
33925,A00003053,KL,38718313,3675, 
33928,A00003055,KL,99765395,1279,Household Payment
33929,A00003055,WX,24442416,1140,Household Payment
33930,A00003056,AB,36077541,868,Household Payment
33931,A00003056,ST,67921972,2033,Household Payment
33932,A00003057,WX,53154373,4646,Household Payment
33933,A00003059,AB,37264526,1433,Household Payment
33934,A00003059,IJ,42451202,1758, 
33935,A00003059,QR,52040380,529,Insurance Payment
33936,A00003060,IJ,55676627,3960,Household Payment
33937,A00003061,WX,62345623,1978,Household Payment
33938,A00003062,AB,21810698,2638,Household Payment
33939,A00003063,YZ,83163529,2330,Household Payment
33940,A00003064,IJ,63995122,1455,Household Payment
33941,A00003064,EF,30132371,4714, 
33942,A00003064,ST,35513132,1285,Loan Payment
33945,A00003066,CD,50533449,3241,Household Payment
33946,A00003067,EF,14703780,2604,Household Payment
33947,A00003067,AB,61285483,1330, 
33948,A00003068,YZ,6201172,3878,Household Payment
33949,A00003069,ST,27829212,6704,Household Payment
33950,A00003070,UV,28481227,3374,Household Payment
33951,A00003071,MN,64606320,5122,Household Payment
33952,A00003071,ST,5976218,4268, 
33953,A00003072,WX,249654,5268,Household Payment
33958,A00003075,KL,50335317,1523,Household Payment
33959,A00003076,WX,67460548,2715,Household Payment
33960,A00003077,OP,91859578,3698,Household Payment
33961,A00003078,KL,30277490,2232,Household Payment
33962,A00003079,IJ,45304375,234,Household Payment
33963,A00003079,WX,63926827,2065, 
33964,A00003080,UV,4152691,3359,Household Payment
33967,A00003082,OP,12562770,7496,Household Payment
33968,A00003084,MN,37864983,7042,Loan Payment
33970,A00003085,OP,55201452,5723,Household Payment
33971,A00003085,MN,41444516,907, 
33972,A00003086,GH,59381639,5022,Household Payment
33973,A00003087,WX,48730450,845,Household Payment
33974,A00003087,MN,59350305,395, 
33975,A00003087,GH,32416212,693,Insurance Payment
33976,A00003088,IJ,76251017,5866,Household Payment
